customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
N235800,yes,Female,19,CAT 200,0,S50,1140.6,10,114.06,224.700001,5,11.23500005,F,T,F,F,0,22,0,0
N123460,yes,Male,34,CAT 200,5,ASAD90,544.799999,10,54.4799999,401.4,5,20.07,F,F,F,F,0,0,0,0
N180760,yes,Male,24,CAT 200,11,ASAD90,1140.6,10,114.06,61.500001,5,3.07500005,F,T,T,F,0,21,28,0
N361670,yes,Female,49,CAT 200,1,CAS30,894.599999,10,89.4599999,146.699999,5,7.33499995,T,F,T,F,10,0,31,0
N399260,yes,Female,40,CAT 100,15,BS110,317.400001,15,47.61000015,186.599999,5,9.32999995,T,T,T,F,7,20,32,0
N210830,yes,Male,24,Play 300,2,ASAD90,520.800001,25,130.2000003,915.299999,2,18.30599998,T,T,T,T,8,18,34,37
N209590,yes,Male,18,Play 300,0,ASAD170,438,25,109.5,820.8,2,16.416,F,F,F,F,0,0,0,0
N187000,yes,Female,15,CAT 200,2,S50,1225.2,10,122.52,488.100001,5,24.40500005,F,F,F,F,0,0,0,0
N401960,yes,Male,17,CAT 200,15,SOP20,920.4,10,92.04,66.3,5,3.315,F,F,F,F,0,0,0,0
N189620,yes,Male,13,CAT 200,0,S50,1135.200002,10,113.5200002,796.799998,5,39.8399999,F,T,T,T,0,23,31,39
N275800,yes,Female,16,Play 300,6,BS210,558.6,25,139.65,573,2,11.46,T,F,F,F,11,0,0,0
N310450,yes,Male,45,CAT 200,2,S50,907.799999,10,90.7799999,568.200001,5,28.41000005,T,T,T,T,10,20,29,39
N196870,yes,Female,12,CAT 200,1,ASAD170,2001.599999,10,200.1599999,156.900001,5,7.84500005,T,F,T,T,6,0,27,45
N411120,yes,Male,54,CAT 50,15,SOP10,320.399999,15,48.05999985,80.399999,5,4.01999995,T,T,T,T,5,22,31,40
N330110,yes,Female,38,CAT 50,8,BS110,213.6,15,32.04,121.8,5,6.09,F,F,F,T,0,0,0,39
N117520,yes,Female,46,CAT 200,7,S50,1264.8,10,126.48,126.6,5,6.33,F,F,F,F,0,0,0,0
N288790,yes,Male,19,CAT 100,2,CAS30,330,15,49.5,206.099999,5,10.30499995,F,F,T,F,0,0,28,0
N158950,yes,Male,42,Play 300,0,S80,887.4,25,221.85,871.500001,2,17.43000002,T,F,T,T,10,0,30,41
N414130,yes,Female,38,Play 100,15,BS110,51,25,12.75,591,5,29.55,T,T,T,F,8,18,29,0
N133480,yes,Male,53,CAT 200,5,S80,1227,10,122.7,117,5,5.85,T,T,F,T,11,19,0,38
N159460,yes,Male,28,Play 300,2,S80,390,25,97.5,513,2,10.26,F,T,F,F,0,19,0,0
N319990,yes,Female,27,CAT 200,5,WC95,950.4,10,95.04,359.699999,5,17.98499995,F,F,F,F,0,0,0,0
N123720,yes,Male,26,CAT 200,2,ASAD90,724.8,10,72.48,612,5,30.6,T,T,T,T,12,19,29,41
N252050,yes,Male,41,CAT 50,3,BS110,371.4,15,55.71,27.300001,5,1.36500005,F,F,F,F,0,0,0,0
N122160,yes,Female,60,CAT 200,0,S80,1285.799999,10,128.5799999,132.3,5,6.615,F,F,F,F,0,0,0,0
N290300,yes,Female,16,CAT 100,0,BS110,525,15,78.75,282.600001,5,14.13000005,T,T,T,T,14,17,29,37
N247530,yes,Female,23,CAT 200,11,BS110,1080,10,108,513.299999,5,25.66499995,F,F,F,F,0,0,0,0
N228330,yes,Male,15,Play 100,2,S50,105.6,25,26.4,161.4,5,8.07,T,T,T,F,10,14,30,0
N300210,yes,Male,64,CAT 100,8,CAS30,463.8,15,69.57,47.1,5,2.355,T,F,F,T,9,0,0,40
N309840,yes,Female,15,CAT 200,2,CAS30,1038.6,10,103.86,206.4,5,10.32,F,F,F,F,0,0,0,0
N335680,yes,Female,36,CAT 50,0,WC95,381,15,57.15,41.699999,5,2.08499995,F,T,F,F,0,19,0,0
N383710,yes,Female,30,Play 100,2,WC95,214.200001,25,53.55000025,486.9,5,24.345,F,F,F,F,0,0,0,0
N338300,yes,Female,27,CAT 100,6,CAS30,396,15,59.4,42.299998,5,2.1149999,F,F,T,F,0,0,25,0
N313980,yes,Female,52,CAT 200,1,CAS30,904.8,10,90.48,122.7,5,6.135,F,T,F,T,0,20,0,40
N322040,yes,Female,19,CAT 200,2,WC95,904.2,10,90.42,438.6,5,21.93,F,T,T,F,0,20,30,0
N234020,yes,Female,26,CAT 100,1,S50,579,15,86.85,185.099999,5,9.25499995,F,F,T,F,0,0,24,0
N246850,yes,Female,17,CAT 200,1,BS110,948,10,94.8,62.1,5,3.105,F,F,F,F,0,0,0,0
N362420,yes,Male,12,CAT 200,1,BS110,765.6,10,76.56,623.7,5,31.185,F,F,F,F,0,0,0,0
N272810,yes,Female,23,Play 100,0,S80,142.2,25,35.55,272.4,5,13.62,T,T,F,T,8,19,0,39
N318920,yes,Female,35,CAT 200,0,BS110,607.8,10,60.78,460.8,5,23.04,F,F,F,F,0,0,0,0
N263730,yes,Male,60,Play 100,1,S80,274.2,25,68.55,255.599999,5,12.77999995,T,F,F,F,12,0,0,0
N306540,yes,Female,41,CAT 200,0,WC95,748.800001,10,74.8800001,696.3,5,34.815,T,F,T,T,4,0,29,39
N107580,yes,Male,43,CAT 100,9,ASAD170,576,15,86.4,243.300001,5,12.16500005,F,T,T,T,0,21,34,33
N355330,yes,Male,18,CAT 200,1,CAS30,1549.8,10,154.98,37.499999,5,1.87499995,F,F,F,F,0,0,0,0
N273000,yes,Male,12,Play 100,1,BS210,255,25,63.75,358.5,5,17.925,F,F,F,F,0,0,0,0
N116170,yes,Female,32,CAT 200,0,S80,2159.4,10,215.94,423.900001,5,21.19500005,T,T,T,T,8,19,27,38
N234580,yes,Female,34,CAT 100,0,BS110,340.8,15,51.12,232.8,5,11.64,F,F,F,F,0,0,0,0
N104650,yes,Male,45,CAT 100,1,S50,612.599999,15,91.88999985,363,5,18.15,T,T,F,T,8,19,0,42
N271580,yes,Female,31,Play 100,0,BS210,48,25,12,294.9,5,14.745,F,F,F,F,0,0,0,0
N120760,yes,Male,38,CAT 200,0,ASAD170,1455.6,10,145.56,8.7,5,0.435,T,T,T,T,11,18,31,34
N151660,yes,Male,33,CAT 200,4,ASAD90,1500,10,150,405.899999,5,20.29499995,F,F,T,F,0,0,30,0
N161040,yes,Male,30,Play 300,0,ASAD170,398.399999,25,99.59999975,443.399999,2,8.86799998,T,T,T,T,10,17,29,37
N233220,yes,Male,19,CAT 100,2,BS110,484.800001,15,72.72000015,253.800001,5,12.69000005,F,F,F,F,0,0,0,0
N403000,yes,Male,16,CAT 200,13,BS110,1674,10,167.4,384.3,5,19.215,T,T,T,T,9,20,28,37
N122420,yes,Female,43,CAT 200,0,ASAD90,2047.8,10,204.78,363.6,5,18.18,F,F,F,F,0,0,0,0
N142990,yes,Male,47,CAT 200,1,ASAD90,1527,10,152.7,611.7,5,30.585,T,T,T,T,16,19,29,39
N182540,yes,Female,23,CAT 200,3,ASAD170,552,10,55.2,524.4,5,26.22,F,F,F,F,0,0,0,0
N350190,yes,Male,30,CAT 100,2,S50,449.4,15,67.41,314.4,5,15.72,F,F,F,F,0,0,0,0
N310460,yes,Female,55,CAT 200,0,BS110,858,10,85.8,458.1,5,22.905,F,F,F,F,0,0,0,0
N323810,yes,Female,23,CAT 200,10,CAS30,972,10,97.2,103.8,5,5.19,F,F,F,F,0,0,0,0
N376560,yes,Female,43,CAT 50,2,CAS30,229.8,15,34.47,142.2,5,7.11,T,T,T,T,12,19,30,42
N142830,yes,Male,28,CAT 200,4,ASAD90,1061.400001,10,106.1400001,72,5,3.6,F,F,F,F,0,0,0,0
N411890,yes,Female,13,Play 100,15,SOP20,246,25,61.5,0,5,0,T,T,T,T,6,20,31,32
N372450,yes,Male,31,CAT 50,0,CAS30,279.600001,15,41.94000015,78.9,5,3.945,T,F,F,F,13,0,0,0
N282110,yes,Female,22,CAT 100,1,WC95,495.6,15,74.34,302.099999,5,15.10499995,F,F,T,F,0,0,32,0
N172010,yes,Male,24,CAT 200,2,ASAD90,1519.199999,10,151.9199999,195.900001,5,9.79500005,T,T,F,F,8,14,0,0
N193670,yes,Male,14,CAT 200,0,S50,1058.4,10,105.84,110.700001,5,5.53500005,T,T,T,F,13,20,28,0
N337310,yes,Male,22,CAT 100,3,CAS30,684,15,102.6,141,5,7.05,F,T,T,T,0,15,27,39
N195560,yes,Male,22,CAT 200,0,ASAD170,1336.199999,10,133.6199999,51.6,5,2.58,T,T,T,T,5,20,36,40
N374800,yes,Female,45,CAT 50,0,BS110,251.400001,15,37.71000015,51.3,5,2.565,F,T,T,T,0,19,30,36
N188630,yes,Female,22,CAT 200,11,ASAD90,1403.4,10,140.34,242.099999,5,12.10499995,F,T,F,F,0,24,0,0
N103440,yes,Female,26,CAT 100,2,S80,501.600001,15,75.24000015,120.600001,5,6.03000005,F,F,F,F,0,0,0,0
N283690,yes,Female,27,CAT 100,2,BS110,416.4,15,62.46,133.499999,5,6.67499995,F,F,F,F,0,0,0,0
N265620,yes,Male,40,Play 100,1,BS210,211.200001,25,52.80000025,384.900001,5,19.24500005,T,T,T,T,11,20,30,44
N201120,yes,Female,21,CAT 200,2,ASAD90,963,10,96.3,483.599999,5,24.17999995,T,F,T,T,8,0,30,39
N244740,yes,Female,48,Play 100,1,BS110,52.8,25,13.2,39,5,1.95,F,F,F,F,0,0,0,0
N300330,yes,Female,33,CAT 100,2,BS110,689.4,15,103.41,189.3,5,9.465,F,F,F,F,0,0,0,0
N360470,yes,Female,37,CAT 200,1,CAS30,1179.6,10,117.96,248.7,5,12.435,F,F,F,F,0,0,0,0
N221510,yes,Male,44,Play 100,0,S50,145.2,25,36.3,169.500001,5,8.47500005,F,F,F,F,0,0,0,0
N390640,yes,Male,23,Play 300,1,ASAD90,288,25,72,419.1,2,8.382,F,F,F,F,0,0,0,0
N195710,yes,Male,23,CAT 200,1,ASAD170,969,10,96.9,380.4,5,19.02,T,T,T,T,10,21,30,41
N138380,yes,Male,30,CAT 200,1,S80,850.8,10,85.08,98.7,5,4.935,T,T,T,T,4,23,28,39
N397860,yes,Female,42,CAT 100,15,SOP10,456,15,68.4,183.899999,5,9.19499995,T,T,T,T,9,22,30,39
N248450,yes,Female,15,Play 100,0,BS110,66.6,25,16.65,493.5,5,24.675,F,F,F,F,0,0,0,0
N416270,yes,Male,28,Play 300,14,SOP20,356.400001,25,89.10000025,528.900001,2,10.57800002,F,T,T,T,0,20,32,41
N334050,yes,Male,36,CAT 50,1,S50,124.799999,15,18.71999985,50.4,5,2.52,F,F,F,F,0,0,0,0
N302320,yes,Male,20,CAT 100,0,CAS30,630.6,15,94.59,103.199998,5,5.1599999,F,T,F,T,0,16,0,40
N274440,yes,Male,23,Play 300,0,BS210,376.8,25,94.2,400.2,2,8.004,T,T,T,T,6,20,26,37
N197390,yes,Female,24,CAT 200,1,ASAD170,1399.8,10,139.98,48.6,5,2.43,F,T,F,T,0,18,0,40
N351860,yes,Male,42,CAT 100,0,BS110,376.2,15,56.43,0,5,0,T,T,T,T,13,19,32,35
N409090,yes,Female,18,CAT 200,15,SOP10,717.6,10,71.76,375.9,5,18.795,F,T,T,T,0,23,31,37
N333970,yes,Male,24,CAT 50,11,CAS30,148.799998,15,22.3199997,42.6,5,2.13,T,F,F,F,10,0,0,0
N344040,yes,Female,37,CAT 100,0,BS110,619.800001,15,92.97000015,44.100001,5,2.20500005,F,F,F,F,0,0,0,0
N170890,yes,Female,24,CAT 100,2,S50,512.4,15,76.86,213.3,5,10.665,T,T,T,T,8,21,29,39
N146580,yes,Male,27,CAT 200,5,ASAD90,1205.4,10,120.54,363,5,18.15,T,T,T,F,11,22,29,0
N176530,yes,Male,17,CAT 200,0,ASAD90,1565.400001,10,156.5400001,521.699999,5,26.08499995,T,F,T,T,5,0,31,40
N373620,yes,Male,48,CAT 50,1,S50,267,15,40.05,139.2,5,6.96,F,F,F,F,0,0,0,0
N170480,yes,Female,14,CAT 100,2,S50,608.4,15,91.26,268.5,5,13.425,F,T,T,T,0,19,28,38
N276230,yes,Male,38,Play 300,1,BS210,550.8,25,137.7,546.299999,2,10.92599998,T,F,T,T,11,0,25,37
N178980,yes,Female,20,CAT 200,1,ASAD90,2442,10,244.2,621.899999,5,31.09499995,F,T,T,T,0,17,30,42
N271150,yes,Female,13,Play 100,0,BS210,238.8,25,59.7,328.8,5,16.44,T,T,T,T,7,22,30,36
N369330,yes,Female,25,CAT 200,1,WC95,1415.399999,10,141.5399999,50.7,5,2.535,F,F,F,F,0,0,0,0
N236210,yes,Male,23,CAT 200,1,S50,1237.199999,10,123.7199999,156.9,5,7.845,F,F,F,T,0,0,0,42
N383050,yes,Female,12,Play 100,0,ASAD90,161.4,25,40.35,408.9,5,20.445,F,F,F,F,0,0,0,0
N286910,yes,Female,24,CAT 100,1,WC95,395.4,15,59.31,282.899999,5,14.14499995,T,T,T,T,12,21,29,38
N110370,yes,Female,26,CAT 100,0,S80,679.800001,15,101.9700002,175.8,5,8.79,T,T,T,T,10,19,32,41
N415610,yes,Female,17,Play 300,13,BS110,729,25,182.25,0,2,0,F,T,F,F,0,19,0,0
N234480,yes,Male,29,CAT 100,0,S50,358.800001,15,53.82000015,277.800001,5,13.89000005,F,T,F,F,0,25,0,0
N387730,yes,Male,31,Play 300,0,ASAD90,405,25,101.25,621.899998,2,12.43799996,F,F,F,F,0,0,0,0
N301400,yes,Female,26,CAT 100,0,WC95,656.399999,15,98.45999985,105.9,5,5.295,F,F,F,F,0,0,0,0
N246070,yes,Female,25,CAT 200,1,BS110,1488.599999,10,148.8599999,114,5,5.7,F,F,F,F,0,0,0,0
N237440,yes,Male,29,CAT 200,1,S50,1020,10,102,650.1,5,32.505,F,T,T,T,0,16,28,38
N242470,yes,Female,29,Play 300,1,S50,275.4,25,68.85,567.3,2,11.346,F,F,F,F,0,0,0,0
N197820,yes,Male,24,CAT 200,2,S50,1119.6,10,111.96,175.8,5,8.79,F,T,T,T,0,19,28,37
N146360,yes,Female,28,CAT 200,2,S50,1211.4,10,121.14,185.4,5,9.27,T,F,T,T,9,0,33,41
N400740,yes,Female,43,CAT 100,14,BS110,531.599999,15,79.73999985,381.9,5,19.095,T,T,T,F,8,17,29,0
N273900,yes,Female,32,Play 300,1,S80,316.8,25,79.2,969,2,19.38,F,F,F,F,0,0,0,0
N102450,yes,Male,59,Play 100,1,SOP20,36.653427,25,9.16335675,28.799121,5,1.43995605,F,F,F,F,0,0,0,0
N246390,yes,Female,26,CAT 200,1,BS110,888,10,88.8,193.2,5,9.66,F,T,T,F,0,19,30,0
N416010,yes,Female,22,Play 300,12,S50,559.2,25,139.8,572.099999,2,11.44199998,T,T,T,T,9,20,25,35
N214420,yes,Male,23,Play 100,0,BS110,81.6,25,20.4,162.9,5,8.145,F,F,F,T,0,0,0,42
N174090,yes,Female,19,CAT 200,0,ASAD90,704.4,10,70.44,317.1,5,15.855,T,T,T,T,12,19,29,46
N311460,yes,Male,29,CAT 200,11,BS110,957.6,10,95.76,290.1,5,14.505,T,T,F,T,7,21,0,38
N152870,yes,Female,27,CAT 200,0,ASAD170,1423.2,10,142.32,464.7,5,23.235,F,T,F,F,0,22,0,0
N323380,yes,Female,24,CAT 200,0,BS110,716.400001,10,71.6400001,312.300001,5,15.61500005,F,F,F,F,0,0,0,0
N339950,yes,Male,32,CAT 100,1,BS110,617.4,15,92.61,222.6,5,11.13,F,F,F,F,0,0,0,0
N308870,yes,Male,62,CAT 200,0,S50,1563.6,10,156.36,38.699999,5,1.93499995,F,F,F,F,0,0,0,0
N333870,yes,Male,52,CAT 50,0,S50,105,15,15.75,64.199999,5,3.20999995,T,T,T,T,7,18,31,39
N185550,yes,Female,18,CAT 200,1,ASAD170,1209.6,10,120.96,140.7,5,7.035,F,T,T,T,0,17,30,39
N313690,yes,Male,18,CAT 200,2,BS110,2078.4,10,207.84,213.9,5,10.695,F,T,T,F,0,21,28,0
N223200,yes,Female,36,Play 100,0,BS110,91.799999,25,22.94999975,342,5,17.1,F,F,F,F,0,0,0,0
N193760,yes,Male,13,CAT 200,2,ASAD90,1494,10,149.4,621.9,5,31.095,T,T,F,T,9,19,0,38
N245680,yes,Female,16,CAT 100,1,BS110,477.6,15,71.64,212.7,5,10.635,T,T,F,T,11,15,0,39
N110650,yes,Female,52,CAT 100,1,ASAD170,436.2,15,65.43,333.900001,5,16.69500005,F,F,F,T,0,0,0,38
N382430,yes,Male,56,Play 100,1,S80,63,25,15.75,576,5,28.8,T,F,T,T,8,0,29,40
N254670,yes,Female,47,CAT 100,12,S80,751.800001,15,112.7700002,181.499999,5,9.07499995,F,F,F,F,0,0,0,0
N366690,yes,Female,48,CAT 200,1,BS110,1109.400001,10,110.9400001,327.599999,5,16.37999995,F,F,F,F,0,0,0,0
N149640,yes,Female,29,CAT 200,0,S50,1611.599999,10,161.1599999,263.400001,5,13.17000005,T,T,T,F,11,19,31,0
N374190,yes,Female,24,CAT 50,0,BS110,285,15,42.75,76.500002,5,3.8250001,T,T,T,F,10,18,28,0
N391440,yes,Female,25,Play 300,2,WC95,276,25,69,406.499999,2,8.12999998,T,F,T,T,9,0,27,40
N330680,yes,Female,16,CAT 50,8,CAS30,234.599999,15,35.18999985,28.5,5,1.425,F,F,F,F,0,0,0,0
N190390,yes,Male,15,CAT 200,2,ASAD170,740.4,10,74.04,523.8,5,26.19,T,T,T,T,8,21,30,39
N211690,yes,Female,15,CAT 50,4,CAS30,76.800001,15,11.52000015,10.8,5,0.54,F,F,F,F,0,0,0,0
N160270,yes,Male,30,Play 300,6,ASAD90,423,25,105.75,525.6,2,10.512,F,F,F,F,0,0,0,0
N274820,yes,Female,32,Play 300,0,BS210,166.8,25,41.7,603.600001,2,12.07200002,F,F,F,F,0,0,0,0
N146510,yes,Female,41,CAT 200,2,S80,927.6,10,92.76,49.2,5,2.46,F,F,T,F,0,0,32,0
N362530,yes,Female,25,CAT 200,4,WC95,1524.6,10,152.46,441.3,5,22.065,F,F,F,F,0,0,0,0
N350280,yes,Female,27,CAT 100,1,BS110,457.2,15,68.58,36.600001,5,1.83000005,F,F,F,F,0,0,0,0
N194740,yes,Male,24,CAT 200,1,ASAD90,1556.399999,10,155.6399999,118.5,5,5.925,T,T,T,T,12,24,28,36
N226620,yes,Female,41,Play 100,1,BS110,104.399999,25,26.09999975,225.9,5,11.295,F,F,F,F,0,0,0,0
N323190,yes,Female,13,CAT 200,2,WC95,961.800001,10,96.1800001,214.5,5,10.725,F,F,F,F,0,0,0,0
N128320,yes,Male,29,CAT 200,4,S50,1041,10,104.1,57,5,2.85,T,T,T,T,10,23,31,36
N204760,yes,Female,18,Play 100,2,ASAD90,298.8,25,74.7,386.7,5,19.335,T,T,T,F,4,19,25,0
N384080,yes,Male,26,Play 100,39,CAS60,113.4,25,28.35,395.700001,5,19.78500005,F,F,F,T,0,0,0,39
N283860,yes,Male,20,CAT 100,2,BS110,315,15,47.25,143.7,5,7.185,T,T,F,F,6,15,0,0
N138920,yes,Male,50,CAT 200,2,S80,985.2,10,98.52,49.8,5,2.49,T,F,T,T,9,0,28,34
N246230,yes,Female,17,CAT 200,1,BS110,2147.4,10,214.74,212.100001,5,10.60500005,F,F,F,F,0,0,0,0
N225370,yes,Male,18,Play 100,2,S50,159,25,39.75,181.800001,5,9.09000005,F,F,F,F,0,0,0,0
N211210,yes,Female,19,CAT 50,2,CAS30,65.400001,15,9.81000015,29.400001,5,1.47000005,F,F,F,F,0,0,0,0
N216650,yes,Male,12,Play 100,0,BS110,52.2,25,13.05,146.4,5,7.32,F,T,T,F,0,23,30,0
N133900,yes,Male,31,CAT 200,0,S50,1539.6,10,153.96,110.699999,5,5.53499995,T,T,T,T,8,23,29,40
N250920,yes,Male,32,CAT 200,1,BS110,2430,10,243,144,5,7.2,F,F,F,F,0,0,0,0
N136280,yes,Male,31,CAT 200,1,ASAD170,2556,10,255.6,247.500001,5,12.37500005,T,F,T,F,7,0,29,0
N347430,yes,Male,16,CAT 100,0,S50,445.2,15,66.78,110.4,5,5.52,F,F,F,F,0,0,0,0
N294910,yes,Male,63,CAT 100,2,BS110,495.6,15,74.34,0,5,0,F,F,F,F,0,0,0,0
N108900,yes,Female,47,CAT 100,0,ASAD90,712.800001,15,106.9200002,84,5,4.2,T,T,T,F,9,18,33,0
N105150,yes,Female,37,CAT 100,2,ASAD90,587.400001,15,88.11000015,235.200001,5,11.76000005,F,T,T,T,0,20,30,35
N313000,yes,Male,48,CAT 200,1,S50,2173.800001,10,217.3800001,328.8,5,16.44,F,F,F,F,0,0,0,0
N325980,yes,Male,20,CAT 200,4,S50,793.8,10,79.38,687.299999,5,34.36499995,F,F,F,F,0,0,0,0
N405790,yes,Female,34,CAT 200,12,BS110,1027.8,10,102.78,687.3,5,34.365,F,F,F,T,0,0,0,41
N342190,yes,Male,18,CAT 100,1,BS110,303.6,15,45.54,154.2,5,7.71,T,T,T,T,4,19,32,42
N223980,yes,Male,27,Play 100,2,BS110,36,25,9,165.900001,5,8.29500005,F,F,F,F,0,0,0,0
N106490,yes,Male,28,CAT 100,0,S50,522,15,78.3,31.199999,5,1.55999995,T,T,T,T,5,23,25,37
N410270,yes,Male,43,CAT 200,13,SOP20,954.600001,10,95.4600001,144.299999,5,7.21499995,F,F,T,F,0,0,28,0
N105710,yes,Female,70,CAT 100,8,ASAD90,547.200001,15,82.08000015,301.500001,5,15.07500005,T,T,T,T,8,22,28,41
N401890,yes,Female,29,CAT 200,13,S50,916.2,10,91.62,56.4,5,2.82,F,T,T,T,0,19,28,42
N278270,yes,Female,17,Play 300,3,S80,446.4,25,111.6,642.3,2,12.846,F,F,F,F,0,0,0,0
N235280,yes,Male,23,CAT 100,2,S50,664.8,15,99.72,172.2,5,8.61,F,F,F,F,0,0,0,0
N224200,yes,Female,39,Play 100,11,BS110,78.599999,25,19.64999975,291.9,5,14.595,F,F,F,F,0,0,0,0
N401200,yes,Female,16,CAT 100,12,S50,415.8,15,62.37,229.5,5,11.475,F,T,F,T,0,23,0,42
N301800,yes,Male,59,CAT 100,2,CAS30,515.399999,15,77.30999985,61.5,5,3.075,F,F,F,F,0,0,0,0
N252980,yes,Male,42,Play 100,4,BS110,108.6,25,27.15,247.5,5,12.375,F,T,F,T,0,23,0,40
N102390,yes,Male,63,Play 100,1,SOP20,63.6,25,15.9,34.8,5,1.74,F,F,F,F,0,0,0,0
N414530,yes,Male,31,Play 100,15,SOP20,351,25,87.75,346.5,5,17.325,T,T,T,F,11,17,32,0
N170180,yes,Male,17,CAT 100,0,ASAD170,370.199999,15,55.52999985,294.599999,5,14.72999995,F,T,T,T,0,24,29,40
N359190,yes,Female,33,CAT 200,11,BS110,955.8,10,95.58,255.299999,5,12.76499995,T,F,T,T,13,0,31,44
N396470,yes,Female,30,Play 300,0,CAS60,540,25,135,438.3,2,8.766,F,F,F,F,0,0,0,0
N315660,yes,Male,26,CAT 200,1,BS110,1083,10,108.3,455.099999,5,22.75499995,F,F,F,F,0,0,0,0
N334800,yes,Female,22,CAT 50,3,CAS30,239.399999,15,35.90999985,144,5,7.2,F,T,F,F,0,20,0,0
N221550,yes,Male,36,Play 100,0,S50,160.799999,25,40.19999975,158.099999,5,7.90499995,F,F,T,F,0,0,27,0
N253880,yes,Male,22,CAT 100,12,BS210,922.800001,15,138.4200002,36.3,5,1.815,F,F,F,F,0,0,0,0
N396310,yes,Male,51,Play 300,0,CAS60,411,25,102.75,556.5,2,11.13,F,T,F,F,0,18,0,0
N142600,yes,Male,47,CAT 200,1,S80,1676.400001,10,167.6400001,109.2,5,5.46,F,F,F,F,0,0,0,0
N124230,yes,Male,28,CAT 200,3,ASAD170,919.199999,10,91.9199999,401.699999,5,20.08499995,F,F,F,F,0,0,0,0
N364450,yes,Female,21,CAT 200,2,WC95,811.8,10,81.18,162.3,5,8.115,T,F,F,F,14,0,0,0
N380530,yes,Female,25,Play 100,0,CAS60,288,25,72,273.599999,5,13.67999995,F,F,F,F,0,0,0,0
N123070,yes,Female,57,CAT 200,1,S80,1269,10,126.9,62.699999,5,3.13499995,T,T,T,T,11,20,29,43
N134220,yes,Female,54,CAT 200,2,S80,1216.800001,10,121.6800001,366.9,5,18.345,F,T,F,F,0,21,0,0
N163580,yes,Female,29,Play 300,1,S50,415.2,25,103.8,647.7,2,12.954,T,T,F,F,9,19,0,0
N227230,yes,Male,23,Play 100,0,BS110,79.2,25,19.8,159.599999,5,7.97999995,F,F,F,F,0,0,0,0
N319340,yes,Female,25,CAT 200,0,BS110,1553.399999,10,155.3399999,206.1,5,10.305,F,T,F,F,0,21,0,0
N220720,yes,Female,13,Play 100,10,BS110,105.6,25,26.4,120.6,5,6.03,T,T,T,T,10,15,27,35
N319720,yes,Male,44,CAT 200,1,CAS30,787.200001,10,78.7200001,213.9,5,10.695,T,T,T,T,14,18,31,38
N343330,yes,Female,17,CAT 100,10,WC95,438,15,65.7,321,5,16.05,T,T,F,T,11,20,0,34
N111460,yes,Male,41,CAT 200,11,S80,1374,10,137.4,222.9,5,11.145,T,T,T,T,11,19,31,37
N349430,yes,Male,14,CAT 100,10,CAS30,663.600001,15,99.54000015,146.399999,5,7.31999995,F,F,F,F,0,0,0,0
N357730,yes,Male,36,CAT 200,1,CAS30,1690.8,10,169.08,161.7,5,8.085,T,T,T,F,5,18,28,0
N117910,yes,Male,35,CAT 200,10,ASAD90,1737.599999,10,173.7599999,22.5,5,1.125,T,T,T,T,7,17,31,34
N186400,yes,Male,12,CAT 200,1,S50,924.600001,10,92.4600001,382.200001,5,19.11000005,F,F,F,F,0,0,0,0
N147100,yes,Male,27,CAT 200,2,ASAD170,849.6,10,84.96,555.3,5,27.765,T,T,T,T,14,21,31,36
N240430,yes,Male,23,Play 100,8,S50,97.8,25,24.45,507.300001,5,25.36500005,F,F,F,F,0,0,0,0
N226170,yes,Female,39,Play 100,0,S50,105.6,25,26.4,220.499999,5,11.02499995,T,T,T,F,11,15,29,0
N354620,yes,Male,41,CAT 200,2,S50,808.8,10,80.88,358.499999,5,17.92499995,F,F,F,F,0,0,0,0
N181980,yes,Male,22,CAT 200,1,S50,751.8,10,75.18,279,5,13.95,T,T,T,F,10,18,30,0
N217010,yes,Female,31,Play 100,0,BS110,150,25,37.5,183.600001,5,9.18000005,T,T,T,T,12,21,26,39
N160670,yes,Female,35,Play 300,2,ASAD170,716.4,25,179.1,945,2,18.9,T,T,T,F,15,22,28,0
N161240,yes,Female,46,Play 300,3,S50,513,25,128.25,485.400001,2,9.70800002,T,T,T,T,8,19,31,36
N345840,yes,Female,20,CAT 100,5,CAS30,571.8,15,85.77,290.699999,5,14.53499995,F,F,F,F,0,0,0,0
N131870,yes,Female,46,CAT 200,9,ASAD170,1066.200001,10,106.6200001,36,5,1.8,T,T,T,T,8,21,30,38
N231240,yes,Male,37,Play 100,2,BS110,64.8,25,16.2,343.2,5,17.16,F,T,T,T,0,25,32,44
N179410,yes,Male,14,CAT 200,1,S50,1329,10,132.9,26.7,5,1.335,F,F,T,F,0,0,33,0
N278540,yes,Female,31,Play 300,5,BS210,348.6,25,87.15,311.4,2,6.228,F,F,F,F,0,0,0,0
N388580,yes,Male,46,Play 300,1,S80,640.800001,25,160.2000003,657.300001,2,13.14600002,T,F,T,T,6,0,30,41
N121540,yes,Female,43,CAT 200,1,ASAD170,1146.6,10,114.66,298.2,5,14.91,T,T,T,T,8,19,31,33
N200060,yes,Female,18,CAT 200,2,ASAD90,1221.6,10,122.16,683.700001,5,34.18500005,T,T,T,T,12,22,32,37
