customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues,churn,retention
K238850,yes,Female,47,CAT 50,1,BS110,175,15,26,58,5,3,F,F,F,F,0,0,0,0,Churned,F
K238860,yes,Female,13,CAT 50,0,BS110,118,15,18,89,5,4,F,F,F,F,0,0,0,0,Churned,F
K238870,yes,Female,30,CAT 50,0,S50,298,15,45,137,5,7,F,T,T,T,0,20,27,40,Churned,F
K238880,yes,Male,16,CAT 50,1,S50,146,15,22,28,5,1,F,F,F,F,0,0,0,0,Churned,F
K238890,yes,Female,18,CAT 50,1,S50,223,15,33,177,5,9,T,F,F,F,8,0,0,0,Churned,F
K238900,yes,Male,48,CAT 50,2,BS110,172,15,26,157,5,8,F,F,F,F,0,0,0,0,Churned,F
K238910,yes,Female,23,CAT 50,6,BS110,156,15,23,74,5,4,F,F,F,F,0,0,0,0,Churned,F
K238920,yes,Male,25,CAT 50,1,S50,299,15,45,42,5,2,F,F,T,F,0,0,31,0,Churned,F
K238930,yes,Male,25,CAT 50,8,S50,145,15,22,0,5,0,F,F,F,F,0,0,0,0,Churned,F
K238940,yes,Male,23,CAT 50,2,S50,374,15,56,53,5,3,T,T,T,F,9,21,34,0,Churned,F
K238950,yes,Male,46,CAT 50,1,BS110,122,15,18,77,5,4,F,F,F,F,0,0,0,0,Churned,F
K238960,yes,Female,13,CAT 50,1,BS110,290,15,44,166,5,8,T,F,T,F,11,0,32,0,Churned,F
K238970,yes,Female,21,CAT 50,2,BS110,223,15,33,154,5,8,F,F,F,F,0,0,0,0,Churned,F
K238980,yes,Male,34,CAT 50,1,BS110,251,15,38,70,5,4,F,F,F,F,0,0,0,0,Churned,F
K238990,yes,Male,29,CAT 50,3,S50,98,15,15,80,5,4,T,F,F,F,7,0,0,0,Churned,F
K239000,yes,Male,23,CAT 50,0,S50,334,15,50,51,5,3,T,T,F,F,7,23,0,0,Churned,F
K239010,yes,Male,17,CAT 50,0,S50,247,15,37,84,5,4,F,F,F,F,0,0,0,0,Churned,F
K239020,yes,Male,19,CAT 50,0,S50,264,15,40,68,5,3,T,T,F,F,11,16,0,0,Churned,F
K239030,yes,Male,32,CAT 50,0,BS110,216,15,32,29,5,1,T,T,F,T,10,20,0,38,Churned,F
K239040,yes,Male,50,CAT 50,2,BS110,349,15,52,75,5,4,F,F,F,F,0,0,0,0,Churned,F
K239050,yes,Female,68,CAT 50,2,S50,238,15,36,224,5,11,F,T,F,F,0,18,0,0,Churned,F
K239060,yes,Female,43,CAT 50,2,S50,230,15,34,142,5,7,F,F,F,F,0,0,0,0,Churned,F
K239070,yes,Male,14,CAT 50,8,BS110,280,15,42,172,5,9,F,F,F,F,0,0,0,0,Churned,F
K239080,yes,Male,47,CAT 50,10,BS110,272,15,41,50,5,3,F,F,F,F,0,0,0,0,Churned,F
K239090,yes,Male,66,Play 100,2,BS110,88,25,22,297,5,15,F,T,T,T,0,22,24,40,Churned,F
K239100,yes,Male,26,Play 100,0,S50,177,25,44,386,5,19,F,F,F,F,0,0,0,0,Active,T
K239110,yes,Male,20,Play 100,9,S50,104,25,26,530,5,26,F,T,F,F,0,19,0,0,Churned,F
K239120,yes,Female,30,Play 100,11,S50,118,25,30,338,5,17,F,F,F,F,0,0,0,0,Churned,F
K239130,yes,Female,27,Play 100,0,S50,0,25,0,162,5,8,F,F,F,F,0,0,0,0,Churned,F
K239140,yes,Male,14,Play 100,4,S50,101,25,25,424,5,21,F,F,F,F,0,0,0,0,Churned,F
K239150,yes,Female,20,Play 100,1,S50,64,25,16,509,5,25,T,T,T,F,8,18,35,0,Churned,F
K239160,yes,Male,31,Play 100,2,S50,181,25,45,320,5,16,F,F,F,F,0,0,0,0,Churned,F
K239170,yes,Male,34,Play 100,2,S50,156,25,39,108,5,5,T,T,T,F,15,21,29,0,Churned,F
K239180,yes,Male,25,Play 100,8,S50,62,25,16,296,5,15,F,T,T,T,0,21,27,39,Churned,F
K239190,yes,Male,31,Play 100,0,BS110,76,25,19,280,5,14,F,F,F,F,0,0,0,0,Churned,F
K239200,yes,Male,29,Play 100,0,BS110,209,25,52,311,5,16,T,F,T,T,11,0,30,43,Churned,F
K239210,yes,Female,18,Play 100,2,S50,77,25,19,572,5,29,F,F,T,T,0,0,31,45,Churned,F
K239220,yes,Male,42,Play 100,2,BS110,64,25,16,98,5,5,F,F,F,F,0,0,0,0,Churned,F
K239230,yes,Male,54,Play 100,1,S50,62,25,15,445,5,22,T,F,F,F,13,0,0,0,Churned,F
K239240,yes,Female,26,Play 100,1,BS110,85,25,21,155,5,8,F,F,F,F,0,0,0,0,Churned,F
K239250,yes,Female,30,Play 100,1,BS110,196,25,49,213,5,11,F,T,T,T,0,20,28,44,Churned,F
K239260,yes,Male,23,Play 100,3,S50,121,25,30,344,5,17,F,F,F,F,0,0,0,0,Churned,F
K239270,yes,Female,20,Play 100,2,BS110,42,25,11,266,5,13,F,F,F,F,0,0,0,0,Churned,F
K239280,yes,Male,12,Play 100,0,S50,167,25,42,169,5,8,F,F,F,F,0,0,0,0,Churned,F
K239290,yes,Male,28,Play 100,2,S50,164,25,41,378,5,19,F,F,F,F,0,0,0,0,Churned,F
K239300,yes,Male,30,Play 100,1,BS110,154,25,39,55,5,3,F,F,F,F,0,0,0,0,Active,T
K239310,yes,Female,32,Play 100,0,BS110,237,25,59,284,5,14,F,F,F,F,0,0,0,0,Churned,F
K239320,yes,Female,32,Play 100,1,BS110,212,25,53,218,5,11,F,F,F,F,0,0,0,0,Churned,F
K239330,yes,Female,23,Play 100,0,BS110,205,25,51,272,5,14,F,F,F,F,0,0,0,0,Churned,F
K239340,yes,Male,21,Play 100,0,S50,196,25,49,340,5,17,F,F,F,F,0,0,0,0,Churned,F
K239350,yes,Male,63,Play 100,6,S50,214,25,54,193,5,10,F,F,F,F,0,0,0,0,Churned,F
K239360,yes,Male,23,Play 100,0,BS110,0,25,0,395,5,20,F,F,F,T,0,0,0,40,Churned,F
K239370,yes,Female,51,Play 100,0,S50,260,25,65,450,5,23,F,F,F,F,0,0,0,0,Churned,F
K239380,yes,Female,24,Play 100,0,BS110,107,25,27,503,5,25,F,T,F,F,0,16,0,0,Churned,F
K239390,yes,Male,22,Play 100,2,BS110,85,25,21,91,5,5,F,T,F,F,0,20,0,0,Active,T
K239400,yes,Female,17,Play 100,0,S50,242,25,61,232,5,12,F,F,F,F,0,0,0,0,Churned,F
K239410,yes,Female,53,Play 100,9,BS110,276,25,69,278,5,14,F,T,T,T,0,18,29,41,Churned,F
K239420,yes,Male,47,Play 100,0,S50,58,25,14,484,5,24,T,F,F,F,9,0,0,0,Churned,F
K239430,yes,Male,31,Play 100,0,S50,265,25,66,248,5,12,F,F,F,F,0,0,0,0,Churned,F
K239440,yes,Female,65,Play 100,1,BS110,85,25,21,490,5,25,F,F,F,F,0,0,0,0,Churned,F
K239450,yes,Male,23,Play 100,2,S50,46,25,11,518,5,26,F,F,F,F,0,0,0,0,Churned,F
K239460,yes,Male,16,Play 100,0,BS110,26,25,7,466,5,23,F,F,F,F,0,0,0,0,Churned,F
K239470,yes,Female,44,Play 100,1,S50,111,25,28,317,5,16,F,F,F,F,0,0,0,0,Churned,F
K239480,yes,Male,28,Play 100,9,S50,67,25,17,30,5,2,F,F,F,F,0,0,0,0,Churned,F
K239490,yes,Female,50,Play 100,1,S50,320,25,80,308,5,15,F,F,T,F,0,0,31,0,Churned,F
K239500,yes,Female,35,Play 100,2,S50,203,25,51,401,5,20,F,T,T,T,0,21,30,37,Churned,F
K239510,yes,Female,35,Play 100,2,S50,182,25,45,384,5,19,F,F,F,F,0,0,0,0,Churned,F
K239520,yes,Female,50,Play 100,5,S50,130,25,33,488,5,24,F,F,F,F,0,0,0,0,Churned,F
K239530,yes,Female,26,Play 100,1,S50,81,25,20,71,5,4,F,F,F,F,0,0,0,0,Churned,F
K239540,yes,Male,56,Play 100,0,BS110,52,25,13,221,5,11,F,T,T,T,0,20,29,41,Churned,F
K239550,yes,Male,19,Play 100,0,S50,280,25,70,379,5,19,F,F,F,T,0,0,0,34,Churned,F
K239560,yes,Female,20,Play 100,2,BS110,257,25,64,363,5,18,T,F,T,T,7,0,29,39,Churned,F
K239570,yes,Female,24,Play 100,10,S50,100,25,25,578,5,29,F,F,F,T,0,0,0,43,Active,T
K239580,yes,Male,21,Play 100,1,S50,174,25,44,418,5,21,F,F,F,F,0,0,0,0,Churned,F
K239590,yes,Female,30,Play 100,0,BS110,134,25,34,465,5,23,T,F,F,T,12,0,0,40,Churned,F
K239600,yes,Female,45,Play 100,2,S50,102,25,26,441,5,22,F,F,F,F,0,0,0,0,Active,T
K239610,yes,Male,29,Play 100,0,S50,93,25,23,370,5,18,F,T,F,T,0,20,0,42,Churned,F
K239620,yes,Male,52,Play 100,2,BS110,235,25,59,231,5,12,F,F,F,F,0,0,0,0,Churned,F
K239630,yes,Female,50,Play 100,1,S50,79,25,20,457,5,23,F,F,F,F,0,0,0,0,Churned,F
K239640,yes,Female,17,Play 100,0,BS110,38,25,9,360,5,18,F,F,T,F,0,0,34,0,Churned,F
K239650,yes,Female,13,Play 100,0,S50,286,25,71,337,5,17,F,F,T,F,0,0,29,0,Churned,F
K239660,yes,Male,24,Play 100,11,S50,173,25,43,211,5,11,T,T,T,F,5,22,33,0,Churned,F
K239670,yes,Female,39,Play 100,1,BS110,152,25,38,472,5,24,T,F,T,F,12,0,32,0,Active,T
K239680,yes,Female,28,Play 100,1,S50,109,25,27,322,5,16,F,F,F,F,0,0,0,0,Churned,F
K239690,yes,Male,25,Play 100,2,S50,13,25,3,199,5,10,F,F,F,F,0,0,0,0,Churned,F
K239700,yes,Male,17,Play 100,1,BS110,64,25,16,368,5,18,T,T,T,F,9,21,30,0,Churned,F
K239710,yes,Male,57,Play 100,2,BS110,58,25,15,190,5,9,F,F,F,F,0,0,0,0,Churned,F
K239720,yes,Female,36,Play 100,0,BS110,41,25,10,302,5,15,F,F,F,F,0,0,0,0,Churned,F
K239730,yes,Male,25,Play 100,11,BS110,54,25,14,268,5,13,F,F,F,F,0,0,0,0,Churned,F
K239740,yes,Male,17,Play 100,5,BS110,40,25,10,468,5,23,F,F,F,F,0,0,0,0,Churned,F
K239750,yes,Male,37,Play 100,1,S50,247,25,62,207,5,10,F,F,F,F,0,0,0,0,Churned,F
K239760,yes,Female,42,Play 100,2,BS110,89,25,22,63,5,3,F,F,F,F,0,0,0,0,Churned,F
K239770,yes,Male,13,Play 100,1,BS110,106,25,27,361,5,18,T,F,T,F,11,0,26,0,Churned,F
K239780,yes,Female,68,Play 100,6,S50,85,25,21,364,5,18,F,F,F,F,0,0,0,0,Churned,F
K239790,yes,Male,35,Play 100,2,S50,95,25,24,216,5,11,T,T,T,F,9,17,27,0,Churned,F
K239800,yes,Male,25,Play 100,1,BS110,163,25,41,280,5,14,F,F,F,F,0,0,0,0,Active,T
K239810,yes,Female,18,Play 100,1,BS110,97,25,24,293,5,15,T,T,T,F,11,21,30,0,Churned,F
K239820,yes,Male,60,Play 100,2,S50,181,25,45,154,5,8,F,F,F,F,0,0,0,0,Churned,F
K239830,yes,Female,12,Play 100,2,S50,36,25,9,254,5,13,F,F,F,F,0,0,0,0,Churned,F
K239840,yes,Female,31,Play 100,0,S50,0,25,0,43,5,2,F,F,F,F,0,0,0,0,Churned,F
K239850,yes,Female,24,Play 100,1,S50,204,25,51,452,5,23,T,F,F,T,6,0,0,38,Churned,F
K239860,yes,Female,28,Play 100,10,BS110,95,25,24,289,5,14,F,T,T,T,0,17,32,40,Churned,F
K239870,yes,Male,55,Play 100,0,S50,318,25,80,348,5,17,F,F,F,F,0,0,0,0,Churned,F
K239880,yes,Female,27,Play 100,2,S50,169,25,42,286,5,14,F,F,F,F,0,0,0,0,Churned,F
K239890,yes,Male,41,Play 100,2,BS110,96,25,24,237,5,12,F,F,F,F,0,0,0,0,Churned,F
K239900,yes,Male,13,Play 100,2,BS110,59,25,15,121,5,6,F,T,T,F,0,21,30,0,Churned,F
K239910,yes,Male,31,Play 100,0,S50,292,25,73,296,5,15,F,F,F,F,0,0,0,0,Churned,F
K239920,yes,Female,12,Play 100,1,BS110,293,25,73,305,5,15,F,F,F,F,0,0,0,0,Churned,F
K239930,yes,Male,14,Play 100,1,S50,39,25,10,298,5,15,F,F,F,F,0,0,0,0,Churned,F
K239940,yes,Female,64,Play 100,0,BS110,41,25,10,303,5,15,F,F,F,F,0,0,0,0,Churned,F
K239950,yes,Male,44,Play 100,2,S50,116,25,29,561,5,28,F,T,T,T,0,19,28,42,Churned,F
K239960,yes,Female,19,Play 100,1,BS110,65,25,16,309,5,15,T,F,F,F,10,0,0,0,Active,T
K239970,yes,Female,21,Play 100,11,S50,142,25,36,186,5,9,F,F,F,F,0,0,0,0,Churned,F
K239980,yes,Female,44,Play 100,1,BS110,134,25,33,408,5,20,F,F,F,F,0,0,0,0,Churned,F
K239990,yes,Female,18,Play 100,0,S50,198,25,50,370,5,18,F,F,F,F,0,0,0,0,Churned,F
K240000,yes,Female,27,Play 100,0,BS110,70,25,18,163,5,8,T,T,T,F,13,23,31,0,Churned,F
K240010,yes,Male,68,Play 100,0,S50,83,25,21,314,5,16,T,F,T,T,11,0,28,38,Active,T
K240020,yes,Male,32,Play 100,1,BS110,116,25,29,305,5,15,F,F,F,F,0,0,0,0,Churned,F
K240030,yes,Female,28,Play 100,0,S50,44,25,11,161,5,8,F,F,F,F,0,0,0,0,Churned,F
K240040,yes,Female,29,Play 100,2,BS110,255,25,64,326,5,16,F,F,F,F,0,0,0,0,Churned,F
K240050,yes,Male,34,Play 100,8,BS110,112,25,28,387,5,19,F,F,F,F,0,0,0,0,Churned,F
K240060,yes,Female,28,Play 100,0,BS110,92,25,23,142,5,7,F,F,F,F,0,0,0,0,Churned,F
K240070,yes,Male,28,Play 100,0,BS110,85,25,21,220,5,11,T,T,F,T,11,23,0,41,Churned,F
K240080,yes,Female,15,Play 100,1,BS110,261,25,65,347,5,17,F,F,F,F,0,0,0,0,Churned,F
K240090,yes,Male,18,Play 100,7,S50,84,25,21,494,5,25,F,F,F,F,0,0,0,0,Churned,F
K240100,yes,Female,23,Play 100,1,BS110,48,25,12,148,5,7,F,F,F,F,0,0,0,0,Churned,F
K240110,yes,Female,38,Play 100,8,S50,46,25,12,298,5,15,F,F,F,F,0,0,0,0,Churned,F
K240120,yes,Male,62,Play 100,1,BS110,192,25,48,201,5,10,F,F,F,F,0,0,0,0,Churned,F
K240130,yes,Female,44,Play 100,9,S50,83,25,21,132,5,7,T,F,T,T,12,0,34,43,Churned,F
K240140,yes,Male,13,Play 100,1,BS110,96,25,24,427,5,21,F,F,T,T,0,0,29,39,Churned,F
K240150,yes,Male,24,Play 100,2,BS110,290,25,73,201,5,10,F,F,F,F,0,0,0,0,Churned,F
K240160,yes,Female,21,Play 100,1,S50,52,25,13,295,5,15,F,F,F,T,0,0,0,33,Churned,F
K240170,yes,Female,16,Play 100,0,S50,0,25,0,285,5,14,F,T,T,T,0,16,29,41,Churned,F
K240180,yes,Male,49,Play 100,2,S50,141,25,35,548,5,27,F,F,F,F,0,0,0,0,Churned,F
K240190,yes,Female,32,Play 100,8,S50,202,25,51,477,5,24,F,T,F,F,0,17,0,0,Churned,F
K240200,yes,Female,38,Play 100,2,S50,85,25,21,495,5,25,F,F,T,T,0,0,33,38,Churned,F
K240210,yes,Female,25,Play 100,2,BS110,160,25,40,402,5,20,T,T,F,F,9,11,0,0,Churned,F
K240220,yes,Female,37,Play 100,0,S50,0,25,0,358,5,18,T,T,T,F,9,15,30,0,Churned,F
K240230,yes,Male,17,Play 100,1,BS110,271,25,68,326,5,16,F,F,F,F,0,0,0,0,Churned,F
K240240,yes,Male,30,Play 100,1,BS110,158,25,39,243,5,12,F,F,F,F,0,0,0,0,Churned,F
K240250,yes,Male,29,Play 100,0,S50,34,25,8,121,5,6,F,F,F,F,0,0,0,0,Active,T
K240260,yes,Female,13,Play 100,0,S50,47,25,12,303,5,15,F,F,T,T,0,0,32,40,Churned,F
K240270,yes,Male,32,Play 100,2,BS110,110,25,28,117,5,6,F,F,F,F,0,0,0,0,Active,T
K240280,yes,Female,45,Play 100,0,S50,91,25,23,211,5,11,F,T,F,F,0,20,0,0,Churned,F
K240290,yes,Female,24,Play 100,2,S50,308,25,77,354,5,18,F,T,T,F,0,21,31,0,Churned,F
K240300,yes,Male,21,Play 100,0,S50,70,25,18,353,5,18,F,F,F,F,0,0,0,0,Active,T
K240310,yes,Male,13,Play 100,0,S50,90,25,23,48,5,2,F,T,F,F,0,15,0,0,Churned,F
K240320,yes,Male,27,Play 100,6,BS110,49,25,12,87,5,4,F,T,F,T,0,22,0,41,Churned,F
K240330,yes,Female,38,Play 100,1,BS110,180,25,45,393,5,20,T,F,F,T,12,0,0,37,Churned,F
K240340,yes,Female,23,Play 100,1,S50,42,25,11,569,5,28,F,F,F,F,0,0,0,0,Active,T
K240350,yes,Male,55,Play 100,1,S50,58,25,14,180,5,9,F,F,F,F,0,0,0,0,Churned,F
K240360,yes,Male,15,Play 100,8,S50,247,25,62,277,5,14,F,F,F,F,0,0,0,0,Churned,F
K240370,yes,Female,19,Play 100,0,BS110,100,25,25,0,5,0,F,T,T,F,0,18,32,0,Churned,F
K240380,yes,Male,25,Play 100,0,S50,46,25,12,244,5,12,F,F,F,F,0,0,0,0,Churned,F
K240390,yes,Female,16,Play 100,1,BS110,170,25,42,415,5,21,T,F,F,T,4,0,0,38,Churned,F
K240400,yes,Female,24,Play 100,1,S50,238,25,60,295,5,15,F,F,F,F,0,0,0,0,Churned,F
K240410,yes,Male,58,Play 100,11,BS110,113,25,28,205,5,10,T,T,T,F,5,19,29,0,Churned,F
K240420,yes,Female,49,Play 100,1,S50,89,25,22,71,5,4,F,F,F,F,0,0,0,0,Churned,F
K240430,yes,Male,23,Play 100,8,S50,98,25,24,507,5,25,F,F,F,F,0,0,0,0,Churned,F
K240440,yes,Male,34,Play 100,6,BS110,224,25,56,312,5,16,F,F,F,F,0,0,0,0,Churned,F
K240450,yes,Female,34,Play 100,0,S50,298,25,75,380,5,19,F,F,F,F,0,0,0,0,Active,T
K240460,yes,Male,53,Play 100,2,S50,227,25,57,438,5,22,T,F,T,T,8,0,27,39,Churned,F
K240470,yes,Male,34,Play 100,6,BS110,90,25,23,281,5,14,F,F,F,F,0,0,0,0,Active,T
K240480,yes,Male,38,Play 100,0,BS110,148,25,37,518,5,26,F,F,F,F,0,0,0,0,Churned,F
K240490,yes,Female,14,Play 100,4,BS110,46,25,11,225,5,11,T,F,T,T,10,0,28,37,Churned,F
K240500,yes,Male,26,Play 100,0,S50,278,25,69,224,5,11,F,F,F,F,0,0,0,0,Churned,F
K240510,yes,Female,21,Play 100,1,BS110,37,25,9,240,5,12,F,F,F,F,0,0,0,0,Churned,F
K240520,yes,Female,12,Play 100,2,BS110,214,25,53,489,5,24,F,F,F,F,0,0,0,0,Churned,F
K240530,yes,Male,18,Play 100,1,S50,67,25,17,570,5,29,F,T,T,T,0,20,31,39,Churned,F
K240540,yes,Female,39,Play 100,4,BS110,101,25,25,293,5,15,F,T,F,T,0,17,0,36,Churned,F
K240550,yes,Male,15,Play 100,3,S50,293,25,73,406,5,20,F,F,F,F,0,0,0,0,Churned,F
K240560,yes,Female,23,Play 100,0,BS110,95,25,24,272,5,14,F,F,F,F,0,0,0,0,Active,T
K240570,yes,Male,17,Play 100,2,S50,82,25,20,352,5,18,F,F,F,F,0,0,0,0,Churned,F
K240580,yes,Male,24,Play 100,0,BS110,167,25,42,261,5,13,T,T,F,T,7,24,0,41,Churned,F
K240590,yes,Female,23,Play 100,6,S50,106,25,27,261,5,13,F,F,F,F,0,0,0,0,Churned,F
K240600,yes,Female,42,Play 100,5,S50,276,25,69,315,5,16,T,T,T,F,10,19,30,0,Churned,F
K240610,yes,Male,17,Play 100,2,S50,176,25,44,326,5,16,F,F,T,T,0,0,35,37,Churned,F
K240620,yes,Male,28,Play 100,3,S50,52,25,13,209,5,10,F,F,F,F,0,0,0,0,Churned,F
K240630,yes,Male,26,Play 100,2,S50,60,25,15,190,5,9,F,F,F,F,0,0,0,0,Churned,F
K240640,yes,Male,28,Play 100,0,S50,66,25,17,223,5,11,F,F,F,T,0,0,0,38,Churned,F
K240650,yes,Male,25,Play 100,7,S50,47,25,12,181,5,9,F,F,F,F,0,0,0,0,Churned,F
K240660,yes,Female,35,Play 100,0,S50,113,25,28,11,5,1,F,F,F,F,0,0,0,0,Churned,F
K240670,yes,Male,49,Play 100,11,BS110,128,25,32,397,5,20,T,F,F,T,10,0,0,36,Active,T
K240680,yes,Male,19,Play 100,1,S50,172,25,43,175,5,9,F,F,F,F,0,0,0,0,Churned,F
K240690,yes,Female,38,Play 100,8,S50,253,25,63,362,5,18,F,F,T,F,0,0,26,0,Churned,F
K240700,yes,Male,39,Play 100,1,S50,191,25,48,251,5,13,F,T,T,T,0,19,30,35,Churned,F
K240710,yes,Male,15,Play 100,0,S50,273,25,68,322,5,16,F,F,F,F,0,0,0,0,Churned,F
K240720,yes,Female,25,Play 100,7,S50,128,25,32,348,5,17,F,F,F,F,0,0,0,0,Churned,F
K240730,yes,Female,54,Play 100,1,S50,39,25,10,700,5,35,F,F,T,F,0,0,25,0,Churned,F
K240740,yes,Male,63,Play 100,4,S50,181,25,45,193,5,10,F,F,F,F,0,0,0,0,Churned,F
K240750,yes,Female,23,Play 100,1,BS110,37,25,9,168,5,8,F,F,F,F,0,0,0,0,Churned,F
K240760,yes,Female,24,Play 100,1,BS110,94,25,24,41,5,2,F,F,F,T,0,0,0,41,Churned,F
K240770,yes,Male,39,Play 100,1,S50,98,25,24,309,5,15,F,F,F,F,0,0,0,0,Churned,F
K240780,yes,Male,29,Play 100,2,BS110,88,25,22,196,5,10,F,F,F,F,0,0,0,0,Churned,F
K240790,yes,Female,31,Play 100,8,S50,91,25,23,269,5,13,F,F,F,T,0,0,0,41,Churned,F
K240800,yes,Male,49,Play 100,2,BS110,228,25,57,442,5,22,F,F,F,F,0,0,0,0,Churned,F
K240810,yes,Female,56,Play 100,2,BS110,115,25,29,438,5,22,F,F,F,F,0,0,0,0,Churned,F
K240820,yes,Male,20,Play 100,2,BS110,250,25,63,421,5,21,T,T,F,F,8,20,0,0,Churned,F
K240830,yes,Female,26,Play 100,2,S50,287,25,72,382,5,19,F,F,F,F,0,0,0,0,Churned,F
K240840,yes,Male,61,Play 100,0,BS110,244,25,61,459,5,23,F,F,T,T,0,0,25,44,Churned,F
K240850,yes,Female,40,Play 100,11,BS110,141,25,35,493,5,25,F,F,F,F,0,0,0,0,Churned,F
K240860,yes,Male,33,Play 100,10,S50,242,25,60,411,5,21,F,F,F,F,0,0,0,0,Churned,F
K240870,yes,Female,43,Play 100,2,BS110,55,25,14,312,5,16,T,F,T,T,8,0,29,34,Churned,F
K240880,yes,Male,35,Play 100,2,S50,151,25,38,275,5,14,F,T,F,F,0,22,0,0,Churned,F
K240890,yes,Male,55,Play 100,0,BS110,146,25,36,303,5,15,T,F,T,T,10,0,29,40,Churned,F
K240900,yes,Male,15,Play 100,8,S50,222,25,56,253,5,13,F,F,F,F,0,0,0,0,Churned,F
K240910,yes,Male,39,Play 100,2,S50,62,25,16,417,5,21,F,F,F,F,0,0,0,0,Churned,F
K240920,yes,Male,54,Play 100,8,BS110,269,25,67,329,5,16,T,F,F,T,14,0,0,37,Churned,F
K240930,yes,Male,12,Play 100,2,BS110,148,25,37,198,5,10,F,F,F,F,0,0,0,0,Churned,F
K240940,yes,Female,30,Play 100,1,S50,161,25,40,159,5,8,T,F,T,T,10,0,28,39,Churned,F
K240950,yes,Male,15,Play 100,1,S50,218,25,54,284,5,14,F,F,F,F,0,0,0,0,Churned,F
K240960,yes,Female,32,Play 100,0,BS110,72,25,18,545,5,27,F,T,F,T,0,17,0,33,Churned,F
K240970,yes,Female,33,Play 100,0,BS110,148,25,37,234,5,12,F,F,F,F,0,0,0,0,Churned,F
K240980,yes,Female,21,Play 100,1,S50,121,25,30,127,5,6,T,F,T,F,7,0,33,0,Churned,F
K240990,yes,Female,17,Play 100,2,S50,322,25,80,289,5,14,F,F,F,F,0,0,0,0,Churned,F
K241000,yes,Female,31,Play 100,1,S50,70,25,17,305,5,15,T,T,F,F,9,19,0,0,Churned,F
K241010,yes,Female,12,Play 100,0,BS110,212,25,53,267,5,13,F,F,F,T,0,0,0,37,Churned,F
K241020,yes,Female,52,Play 100,2,S50,223,25,56,218,5,11,F,F,F,F,0,0,0,0,Churned,F
K241030,yes,Male,30,Play 100,0,BS110,78,25,20,409,5,20,T,T,F,T,7,19,0,42,Churned,F
K241040,yes,Male,42,Play 100,2,BS110,157,25,39,260,5,13,F,F,F,F,0,0,0,0,Churned,F
K241050,yes,Male,37,Play 100,2,BS110,212,25,53,196,5,10,F,T,T,T,0,21,32,36,Churned,F
K241060,yes,Male,20,Play 100,0,S50,142,25,35,173,5,9,F,F,F,F,0,0,0,0,Active,T
K241070,yes,Female,20,Play 100,11,BS110,97,25,24,21,5,1,F,F,F,F,0,0,0,0,Churned,F
K241080,yes,Male,13,Play 100,2,S50,103,25,26,344,5,17,F,F,F,F,0,0,0,0,Churned,F
K241090,yes,Male,23,Play 100,2,BS110,167,25,42,180,5,9,F,F,F,F,0,0,0,0,Churned,F
K241100,yes,Female,27,Play 100,1,S50,296,25,74,327,5,16,F,T,T,F,0,21,28,0,Churned,F
K241110,yes,Female,27,Play 100,0,BS110,132,25,33,427,5,21,T,T,F,T,13,17,0,38,Churned,F
K241120,yes,Male,57,Play 100,1,BS110,215,25,54,335,5,17,F,F,F,F,0,0,0,0,Churned,F
K241130,yes,Male,20,Play 100,2,BS110,80,25,20,129,5,6,F,F,T,F,0,0,25,0,Churned,F
K241140,yes,Male,17,Play 100,1,BS110,185,25,46,231,5,12,F,F,F,F,0,0,0,0,Churned,F
K241150,yes,Male,20,Play 100,0,BS110,118,25,29,268,5,13,F,F,F,F,0,0,0,0,Churned,F
K241160,yes,Female,15,Play 100,1,BS110,51,25,13,182,5,9,F,F,F,F,0,0,0,0,Churned,F
K241170,yes,Male,20,Play 100,11,S50,43,25,11,523,5,26,F,F,F,F,0,0,0,0,Churned,F
K241180,yes,Female,22,Play 100,1,BS110,212,25,53,182,5,9,F,F,F,F,0,0,0,0,Churned,F
K241190,yes,Female,37,Play 100,10,S50,76,25,19,108,5,5,F,T,T,F,0,22,28,0,Churned,F
K241200,yes,Female,23,Play 100,1,BS110,67,25,17,546,5,27,F,F,F,F,0,0,0,0,Churned,F
K241210,yes,Male,35,Play 100,0,S50,111,25,28,253,5,13,F,F,F,F,0,0,0,0,Churned,F
K241220,yes,Male,23,Play 100,2,BS110,292,25,73,300,5,15,T,F,F,F,13,0,0,0,Churned,F
K241230,yes,Male,23,Play 100,1,S50,206,25,52,258,5,13,F,F,F,F,0,0,0,0,Churned,F
K241240,yes,Male,26,Play 100,2,BS110,46,25,11,264,5,13,F,F,F,F,0,0,0,0,Churned,F
K241250,yes,Female,62,Play 100,1,BS110,85,25,21,290,5,15,F,F,F,F,0,0,0,0,Churned,F
K241260,yes,Female,35,Play 100,8,BS110,93,25,23,191,5,10,F,F,F,F,0,0,0,0,Churned,F
K241270,yes,Male,18,Play 100,9,BS110,49,25,12,621,5,31,F,F,F,F,0,0,0,0,Churned,F
K241280,yes,Male,20,Play 100,8,S50,58,25,14,122,5,6,F,F,F,F,0,0,0,0,Churned,F
K241290,yes,Female,16,Play 100,0,BS110,155,25,39,80,5,4,F,F,F,F,0,0,0,0,Churned,F
